test_domain,ensemble_accuracy,ensemble_precision,ensemble_recall,ensemble_f1,ensemble_roc_auc,best_base_f1,improvement,imdb_f1,amazon_f1,yelp_f1
imdb,0.9334,0.9379547291835085,0.9282,0.9330518697225573,0.983248,0.9316059053931908,0.14459643293665003,0.9287209650084738,0.9316059053931908,0.8832899531494014
amazon,0.96655125,0.9594470499895368,0.9742825,0.9668078666807246,0.9916700092562499,0.9720629763838561,-0.5255109703131478,0.9174533158288769,0.9720629763838561,0.9459667888548364
yelp,0.9581351014640591,0.9465234540535254,0.9711366410809545,0.9586720923130256,0.9910507052024505,0.9713305726356297,-1.2658480322604082,0.9154650740752961,0.9474434728448382,0.9713305726356297
